# Measured G1 fall: two deliberate falls, peak tilt 81.15 deg, yaw spun at 0.7 rad/s to exercise yaw invariance.
t_s,qw,qx,qy,qz
9.6753,-0.786453964,-0.568127104,-0.141901182,-0.196432711
9.6982,-0.784610803,-0.567308450,-0.146537164,-0.202666894
9.7187,-0.782922964,-0.566537651,-0.150682297,-0.208234405
9.7390,-0.781273186,-0.565660733,-0.154760590,-0.213750562
9.7599,-0.779581797,-0.564661173,-0.158935779,-0.219429715
9.7802,-0.777967665,-0.563566565,-0.162957816,-0.224952861
9.8005,-0.776353685,-0.562389120,-0.166956183,-0.230475738
9.8220,-0.774647814,-0.561047231,-0.171162174,-0.236326635
9.8432,-0.772939396,-0.559670048,-0.175291653,-0.242088754
9.8636,-0.771233583,-0.558345656,-0.179264405,-0.247614947
9.8837,-0.769518247,-0.557007610,-0.183167118,-0.253049396
9.9039,-0.767729851,-0.555671239,-0.187091305,-0.258490219
9.9243,-0.765825005,-0.554376054,-0.191072893,-0.263951515
9.9445,-0.763881827,-0.553091320,-0.195015733,-0.269338839
9.9654,-0.761809345,-0.551763017,-0.199097127,-0.274889848
9.9860,-0.759737980,-0.550409348,-0.203105575,-0.280349561
10.0067,-0.757592549,-0.549053667,-0.207137059,-0.285810845
10.0269,-0.755480786,-0.547675053,-0.211052027,-0.291132032
10.0471,-0.753331164,-0.546269170,-0.214958108,-0.296437454
10.0679,-0.751090870,-0.544775672,-0.218963751,-0.301888801
10.0885,-0.748869142,-0.543218081,-0.222900354,-0.307285790
10.1091,-0.746604406,-0.541637924,-0.226828289,-0.312664592
10.1296,-0.744349385,-0.539986114,-0.230704219,-0.318016591
10.1530,-0.741725991,-0.538070138,-0.235115254,-0.324104764
10.1753,-0.739164896,-0.536230948,-0.239313158,-0.329880038
10.1962,-0.736734399,-0.534462826,-0.243227789,-0.335279219
10.2164,-0.734311642,-0.532776641,-0.247022023,-0.340463777
10.2369,-0.731807308,-0.531049320,-0.250866050,-0.345703500
10.2576,-0.729232699,-0.529287879,-0.254740572,-0.350971867
10.2784,-0.726599391,-0.527500514,-0.258626819,-0.356242476
10.2987,-0.723998142,-0.525721076,-0.262403771,-0.361370033
10.3247,-0.720608949,-0.523408942,-0.267226673,-0.367907226
10.3475,-0.717596915,-0.521333104,-0.271433066,-0.373618191
10.3689,-0.714737629,-0.519341605,-0.275359961,-0.378960829
10.3898,-0.711904445,-0.517371248,-0.279182724,-0.384156296
10.4106,-0.709083535,-0.515332520,-0.282945853,-0.389325800
10.4316,-0.706193470,-0.513251918,-0.286733083,-0.394521724
10.4520,-0.703335850,-0.511222877,-0.290408153,-0.399540933
10.4722,-0.700470434,-0.509188717,-0.294033569,-0.404490152
10.4931,-0.697456589,-0.507074166,-0.297779696,-0.409581920
10.5134,-0.694495452,-0.504991732,-0.301402388,-0.414506959
10.5338,-0.691490542,-0.502864877,-0.305023384,-0.419438292
10.5539,-0.688485547,-0.500757670,-0.308584953,-0.424269648
10.5741,-0.685447457,-0.498592787,-0.312135920,-0.429113253
10.5952,-0.682228639,-0.496316976,-0.315836728,-0.434143645
10.6155,-0.679080265,-0.494124435,-0.319396456,-0.438949816
10.6357,-0.675931612,-0.491892901,-0.322907463,-0.443721309
10.6558,-0.672771560,-0.489639051,-0.326379849,-0.448450915
10.6759,-0.669577101,-0.487362411,-0.329837730,-0.453157211
10.7080,-0.664390553,-0.483699065,-0.335342957,-0.460614273
10.7302,-0.660768072,-0.481111182,-0.339113877,-0.465746029
10.7511,-0.657327200,-0.478640085,-0.342640118,-0.470555385
10.7720,-0.653823484,-0.476181370,-0.346176144,-0.475319084
10.7928,-0.650317739,-0.473687189,-0.349662046,-0.480045559
10.8131,-0.646857337,-0.471236641,-0.353052982,-0.484628936
10.8371,-0.642722827,-0.468310504,-0.357041620,-0.490014204
10.8573,-0.639224099,-0.465799638,-0.360363047,-0.494531822
10.8773,-0.635712340,-0.463312833,-0.363651837,-0.498967314
10.8993,-0.631821372,-0.460540382,-0.367241480,-0.503823388
10.9196,-0.628204183,-0.457949113,-0.370528299,-0.508282297
10.9407,-0.624408033,-0.455235198,-0.373928733,-0.512886757
10.9608,-0.620769028,-0.452614479,-0.377139656,-0.517253930
10.9809,-0.617088528,-0.449986220,-0.380344918,-0.521585940
11.0079,-0.612110991,-0.446400742,-0.384605124,-0.527375968
11.0280,-0.608373030,-0.443701557,-0.387751302,-0.531657891
11.0486,-0.604504743,-0.440920728,-0.390963685,-0.536013362
11.0692,-0.600612969,-0.438106190,-0.394146656,-0.540347520
11.0898,-0.596675641,-0.435288427,-0.397327462,-0.544640297
11.1103,-0.592737815,-0.432446603,-0.400459075,-0.548893748
11.1311,-0.588712681,-0.429538307,-0.403614043,-0.553181640
11.1513,-0.584753863,-0.426719460,-0.406684053,-0.557298397
11.1723,-0.580614616,-0.423756341,-0.409845679,-0.561554762
11.1937,-0.576365161,-0.420711964,-0.413044627,-0.565861096
11.2139,-0.572331920,-0.417806219,-0.416033582,-0.569903672
11.2350,-0.568082630,-0.414756647,-0.419142283,-0.574089536
11.2558,-0.563865224,-0.411725803,-0.422182887,-0.578186373
11.2760,-0.559743411,-0.408758057,-0.425111664,-0.582137645
11.2962,-0.555593605,-0.405769998,-0.428020055,-0.586059115
11.3162,-0.551462454,-0.402784601,-0.430872103,-0.589917755
11.3398,-0.546564037,-0.399221458,-0.434194724,-0.594445055
11.3603,-0.542272084,-0.396113379,-0.437067249,-0.598337194
11.3831,-0.537458558,-0.392642561,-0.440247411,-0.602621220
11.4075,-0.532273634,-0.388894589,-0.443614156,-0.607167406
11.4278,-0.527926754,-0.385759619,-0.446396973,-0.610911287
11.4485,-0.523481549,-0.382522689,-0.449188642,-0.614713774
11.4723,-0.518312492,-0.378809350,-0.452409120,-0.619016659
11.4945,-0.513472046,-0.375303327,-0.455363806,-0.623006961
11.5146,-0.509071679,-0.372097265,-0.458000962,-0.626597774
11.5350,-0.504563579,-0.368846735,-0.460682342,-0.630190019
11.5559,-0.499933899,-0.365475730,-0.463379171,-0.633855923
11.5851,-0.493418546,-0.360736479,-0.467110151,-0.638917395
11.6148,-0.486718774,-0.355904785,-0.470892030,-0.643969964
11.6352,-0.482101067,-0.352543662,-0.473434731,-0.647418784
11.6560,-0.477356570,-0.349113178,-0.476023315,-0.650885933
11.6762,-0.472745928,-0.345734868,-0.478473920,-0.654248727
11.6971,-0.467932558,-0.342246029,-0.481018844,-0.657668342
11.7176,-0.463189675,-0.338802521,-0.483485700,-0.660991494
11.7384,-0.458358669,-0.335282978,-0.485952697,-0.664336234
11.7591,-0.453521990,-0.331769317,-0.488392349,-0.667622527
11.7794,-0.448755113,-0.328307408,-0.490761799,-0.670809921
11.8103,-0.441452497,-0.323010387,-0.494329072,-0.675590669
11.8305,-0.436652806,-0.319524201,-0.496626443,-0.678675761
11.8510,-0.431765230,-0.315962141,-0.498921095,-0.681780356
11.8715,-0.426847892,-0.312393991,-0.501206956,-0.684837542
11.8921,-0.421878450,-0.308800577,-0.503492475,-0.687863434
11.9122,-0.417021977,-0.305260336,-0.505668097,-0.690802847
11.9340,-0.411728533,-0.301407605,-0.508006719,-0.693946859
11.9546,-0.406701565,-0.297754849,-0.510197036,-0.696875076
11.9751,-0.401669258,-0.294116357,-0.512372176,-0.699737185
11.9984,-0.395938687,-0.289943055,-0.514780027,-0.702970201
12.0199,-0.390618485,-0.286087435,-0.516994675,-0.705894954
12.0401,-0.385601816,-0.282447370,-0.519045190,-0.708609070
12.0609,-0.380417620,-0.278682164,-0.521126756,-0.711368814
12.0841,-0.374611335,-0.274465332,-0.523417965,-0.714400982
12.1131,-0.367326245,-0.269158824,-0.526216243,-0.718137468
12.1356,-0.361638756,-0.265034965,-0.528376160,-0.720966373
12.1559,-0.356495995,-0.261289411,-0.530276832,-0.723494942
12.1767,-0.351212394,-0.257431937,-0.532185215,-0.726056161
12.1979,-0.345812578,-0.253480006,-0.534088953,-0.728636080
12.2186,-0.340521754,-0.249607780,-0.535919675,-0.731116265
12.2388,-0.335330991,-0.245830762,-0.537710680,-0.733476371
12.2591,-0.330104213,-0.242013633,-0.539464924,-0.735824847
12.2800,-0.324706843,-0.238069223,-0.541239488,-0.738206155
12.3001,-0.319495381,-0.234269707,-0.542933197,-0.740448479
12.3208,-0.314119082,-0.230334707,-0.544627234,-0.742735687
12.3416,-0.308696944,-0.226372889,-0.546311737,-0.744986576
12.3624,-0.303260684,-0.222396152,-0.547960880,-0.747202638
12.3848,-0.297383992,-0.218106037,-0.549719670,-0.749533723
12.4179,-0.288677770,-0.211727345,-0.552220644,-0.752920339
12.4386,-0.283191410,-0.207753612,-0.553827066,-0.754928237
12.4594,-0.277682536,-0.203723771,-0.555345309,-0.756954835
12.4832,-0.271356970,-0.199105196,-0.557063449,-0.759211979
12.5112,-0.263895977,-0.193647071,-0.559018488,-0.761812349
12.5320,-0.258344230,-0.189570767,-0.560408740,-0.763716719
12.5528,-0.252776250,-0.185487747,-0.561779304,-0.765573299
12.5782,-0.245952550,-0.180497012,-0.563439565,-0.767765608
12.5985,-0.240483364,-0.176500135,-0.564742692,-0.769468093
12.6190,-0.234949079,-0.172453450,-0.566026832,-0.771150027
12.6401,-0.229243804,-0.168274070,-0.567303166,-0.772850718
12.6608,-0.223630660,-0.164170316,-0.568544584,-0.774464003
12.6817,-0.217953655,-0.160015044,-0.569758713,-0.776058245
12.7032,-0.212099174,-0.155734806,-0.570989430,-0.777644958
12.7257,-0.205958930,-0.151246775,-0.572248449,-0.779254159
12.7465,-0.200270894,-0.147089920,-0.573385456,-0.780695359
12.7677,-0.194464339,-0.142842772,-0.574506796,-0.782126271
12.7892,-0.188565929,-0.138525833,-0.575607800,-0.783536307
12.8227,-0.179359492,-0.131776504,-0.577232189,-0.785664131
12.8435,-0.173626394,-0.127582794,-0.578230463,-0.786909168
12.8639,-0.168000994,-0.123454374,-0.579142478,-0.788117170
12.8849,-0.162203248,-0.119195248,-0.580038345,-0.789327636
12.9173,-0.153238363,-0.112615012,-0.581378244,-0.791097466
12.9376,-0.147610032,-0.108486682,-0.582191341,-0.792145921
12.9600,-0.141393530,-0.103921256,-0.583036433,-0.793269664
12.9861,-0.134138674,-0.098594318,-0.583981527,-0.794513406
13.0064,-0.128486057,-0.094448525,-0.584703386,-0.795419864
13.0273,-0.122661418,-0.090172675,-0.585402950,-0.796320571
13.0476,-0.117002713,-0.086008203,-0.586008669,-0.797186800
13.0676,-0.111415235,-0.081909857,-0.586638152,-0.797955575
13.0880,-0.105713941,-0.077720816,-0.587219875,-0.798722015
13.1083,-0.100033149,-0.073551026,-0.587792141,-0.799427304
13.1311,-0.093648628,-0.068860856,-0.588383399,-0.800183162
13.1517,-0.087874024,-0.064620753,-0.588900232,-0.800811358
13.1730,-0.081899427,-0.060231782,-0.589394981,-0.801422593
13.1940,-0.076004087,-0.055901759,-0.589860256,-0.801974595
13.2228,-0.067912968,-0.049957967,-0.590449808,-0.802658741
13.2450,-0.061673132,-0.045370406,-0.590841879,-0.803146204
13.2659,-0.055794869,-0.041049460,-0.591190210,-0.803552120
13.2862,-0.050082656,-0.036850300,-0.591502720,-0.803901931
13.3077,-0.044030856,-0.032399639,-0.591789238,-0.804236933
13.3296,-0.037864872,-0.027863077,-0.592028619,-0.804544601
13.3504,-0.032006495,-0.023552804,-0.592226308,-0.804791184
13.3713,-0.026118389,-0.019220416,-0.592393288,-0.804996023
13.3918,-0.020341283,-0.014970435,-0.592551076,-0.805136846
13.4133,-0.014281476,-0.010512043,-0.592698248,-0.805229360
13.4349,-0.008193426,-0.006031206,-0.592782567,-0.805298281
13.4572,-0.001907877,-0.001404412,-0.592816504,-0.805334080
13.4781,0.003983005,0.002932229,-0.592848866,-0.805298553
13.4993,0.009957983,0.007331388,-0.592835383,-0.805228724
13.5199,0.015762812,0.011606173,-0.592802949,-0.805109616
13.5407,0.021622697,0.015922645,-0.592747002,-0.804940942
13.5613,0.027425294,0.020196370,-0.592631543,-0.804753263
13.5817,0.033169730,0.024428260,-0.592497511,-0.804518321
13.6021,0.038911735,0.028659911,-0.592346593,-0.804232554
13.6236,0.044960636,0.033118960,-0.592158353,-0.803884420
13.6440,0.050697362,0.037348441,-0.591944660,-0.803515022
13.6641,0.056347265,0.041513951,-0.591697403,-0.803116281
13.6884,0.063176056,0.046544140,-0.591315229,-0.802613686
13.7086,0.068845194,0.050728590,-0.591030185,-0.802103653
13.7289,0.074541630,0.054927616,-0.590666033,-0.801586015
13.7501,0.080484894,0.059312024,-0.590274369,-0.800987163
13.7731,0.086928990,0.064063354,-0.589792453,-0.800302505
13.7959,0.093311599,0.068769104,-0.589273619,-0.799575110
13.8200,0.100049545,0.073741326,-0.588706052,-0.798734931
13.8408,0.105856764,0.078031647,-0.588203064,-0.797948972
13.8610,0.111494068,0.082190304,-0.587651293,-0.797169859
13.8812,0.117120975,0.086351397,-0.587113205,-0.796319156
13.9044,0.123578473,0.091122227,-0.586433632,-0.795311697
13.9250,0.129307101,0.095351184,-0.585780812,-0.794385716
13.9455,0.134999082,0.099557550,-0.585116217,-0.793411970
13.9658,0.140630351,0.103715549,-0.584412772,-0.792419019
13.9876,0.146671140,0.108173228,-0.583613395,-0.791316331
14.0195,0.155494506,0.114685685,-0.582385821,-0.789617254
14.0399,0.161130176,0.118838391,-0.581539750,-0.788496051
14.0609,0.166915993,0.123116627,-0.580684246,-0.787265618
14.0810,0.172445313,0.127205258,-0.579833946,-0.786049637
14.1047,0.178955325,0.132016327,-0.578784175,-0.784573489
14.1253,0.184603143,0.136191709,-0.577841905,-0.783244681
14.1456,0.190161774,0.140295943,-0.576868561,-0.781906779
14.1663,0.195817482,0.144477272,-0.575859464,-0.780491966
14.1876,0.201625382,0.148773303,-0.574793582,-0.778990403
14.2081,0.207206050,0.152898092,-0.573728313,-0.777511189
14.2288,0.212825264,0.157062029,-0.572646827,-0.775959108
14.2490,0.218300592,0.161113925,-0.571547776,-0.774416099
14.2691,0.223736853,0.165139358,-0.570429874,-0.772839292
14.2900,0.229380297,0.169312804,-0.569224126,-0.771169079
14.3136,0.235735690,0.174017585,-0.567835073,-0.769226816
14.3338,0.241157315,0.178042531,-0.566637472,-0.767506340
14.3546,0.246732788,0.182170456,-0.565349699,-0.765713115
14.3754,0.252299095,0.186283295,-0.564014536,-0.763892207
14.3971,0.258090569,0.190565654,-0.562595420,-0.761945131
14.4177,0.263573150,0.194622698,-0.561223423,-0.760052281
14.4385,0.269089443,0.198716618,-0.559829412,-0.758085488
14.4592,0.274571294,0.202771880,-0.558387568,-0.756106800
14.4794,0.279907180,0.206718491,-0.556950557,-0.754138922
14.5006,0.285488311,0.210854542,-0.555425674,-0.752023342
14.5209,0.290820101,0.214801099,-0.553927933,-0.749965334
14.5417,0.296265187,0.218837250,-0.552373019,-0.747810969
14.5619,0.301538740,0.222745185,-0.550832219,-0.745682799
14.5864,0.307912448,0.227472933,-0.548932437,-0.743047218
14.6064,0.313093128,0.231327658,-0.547368697,-0.740842573
14.6307,0.319379263,0.235979039,-0.545391800,-0.738145354
14.6513,0.324690034,0.239909128,-0.543685213,-0.735816813
14.6718,0.329961315,0.243803562,-0.541949250,-0.733468721
14.6928,0.335343974,0.247779373,-0.540140765,-0.731025140
14.7197,0.342206108,0.252861217,-0.537799891,-0.727823784
14.7418,0.347820142,0.257020773,-0.535843131,-0.725143855
14.7619,0.352907903,0.260790835,-0.534035609,-0.722668749
14.7827,0.358156961,0.264675084,-0.532129841,-0.720075360
14.8033,0.363341948,0.268501355,-0.530200824,-0.717479434
14.8234,0.368369959,0.272238809,-0.528326251,-0.714885289
14.8438,0.373459942,0.276010570,-0.526381465,-0.712227766
14.8642,0.378532280,0.279766500,-0.524406013,-0.709536717
14.8844,0.383535495,0.283472050,-0.522424225,-0.706835942
14.9055,0.388734452,0.287336644,-0.520342355,-0.703965207
14.9256,0.393677919,0.290989060,-0.518306259,-0.701214436
14.9465,0.398795698,0.294774045,-0.516166262,-0.698314144
14.9675,0.403907624,0.298573291,-0.514008794,-0.695347094
14.9917,0.409772600,0.302929766,-0.511484419,-0.691884139
15.0127,0.414841460,0.306688184,-0.509256122,-0.688844775
15.0331,0.419736750,0.310333282,-0.507080933,-0.685844911
15.0535,0.424591170,0.313988890,-0.504921361,-0.682779418
15.0742,0.429463784,0.317723850,-0.502767915,-0.679585784
15.0952,0.434380870,0.321500029,-0.500558391,-0.676307836
15.1222,0.440697584,0.326290142,-0.497611092,-0.672088970
15.1427,0.445502091,0.329860616,-0.495270020,-0.668900193
15.1645,0.450631803,0.333577202,-0.492660964,-0.665539183
15.1852,0.455492358,0.337069376,-0.490131882,-0.662330496
15.2062,0.460373090,0.340628946,-0.487592910,-0.659000526
15.2277,0.465284459,0.344335119,-0.485081666,-0.655468897
15.2490,0.470042864,0.348097255,-0.482716822,-0.651822428
15.2728,0.475324045,0.352284573,-0.480043523,-0.647704290
15.2936,0.479902140,0.355937861,-0.477691619,-0.644059696
15.3170,0.485079507,0.359947832,-0.474905157,-0.640000408
15.3399,0.490127466,0.363831583,-0.472120390,-0.636006276
15.3608,0.494665347,0.367411766,-0.469620759,-0.632274569
15.3812,0.499059389,0.370900513,-0.467168171,-0.628590833
15.4064,0.504429926,0.375213842,-0.464135191,-0.623973995
15.4267,0.508663457,0.378753299,-0.461763980,-0.620146315
15.4470,0.512852652,0.382298523,-0.459390484,-0.616271352
15.4673,0.516975908,0.385877703,-0.457047518,-0.612324976
15.4890,0.521333143,0.389710504,-0.454538337,-0.608056229
15.5096,0.525378715,0.393411895,-0.452215955,-0.603908119
15.5298,0.529263241,0.397095427,-0.449985567,-0.599757145
15.5506,0.533171342,0.400951902,-0.447742970,-0.595392413
15.5710,0.536996621,0.404686103,-0.445471519,-0.591116667
15.5924,0.541119008,0.408395784,-0.442844875,-0.586763597
15.6131,0.545150706,0.411865141,-0.440164817,-0.582608571
15.6333,0.549183297,0.415063125,-0.437343460,-0.578663120
15.6539,0.553315616,0.418239369,-0.434374606,-0.574661954
15.6758,0.557694525,0.421569176,-0.431169024,-0.570394179
15.6975,0.562043935,0.424787594,-0.427910314,-0.566175660
15.7193,0.566428835,0.427932374,-0.424549891,-0.561951642
15.7437,0.571251623,0.431483559,-0.420822543,-0.557137244
15.7638,0.575144427,0.434449924,-0.417792579,-0.553092681
15.7888,0.579880868,0.438196233,-0.414076565,-0.547962442
15.8103,0.583849523,0.441482639,-0.410937743,-0.543454677
15.8310,0.587573238,0.444710329,-0.407968858,-0.539028593
15.8512,0.591174496,0.447841007,-0.405047456,-0.534684679
15.8714,0.594788064,0.450893857,-0.402049793,-0.530356345
15.8934,0.598757469,0.454103758,-0.398677956,-0.525675905
15.9230,0.604222404,0.458142116,-0.393894121,-0.519488701
15.9432,0.607962104,0.460807252,-0.390553511,-0.515273434
15.9634,0.611686535,0.463429360,-0.387179290,-0.511043060
15.9837,0.615435418,0.465992397,-0.383731848,-0.506794042
16.0040,0.619138023,0.468551995,-0.380285447,-0.502503846
16.0252,0.622939585,0.471241738,-0.376703203,-0.497968066
16.0462,0.626612970,0.473957824,-0.373198016,-0.493399846
16.0665,0.630053675,0.476662312,-0.369871475,-0.488897227
16.0870,0.633452387,0.479426569,-0.366535771,-0.484293058
16.1090,0.636986271,0.482467608,-0.363008612,-0.479268449
16.1296,0.640224906,0.485336624,-0.359716538,-0.474514956
16.1515,0.643655793,0.488326771,-0.356166157,-0.469456977
16.1729,0.647078517,0.491080120,-0.352569994,-0.464568733
16.1938,0.650643398,0.493403596,-0.348796973,-0.459952967
16.2161,0.654596865,0.495604927,-0.344583580,-0.455127298
16.2366,0.658356311,0.497389151,-0.340556362,-0.450768638
16.2572,0.662211584,0.499006785,-0.336405287,-0.446429758
16.2783,0.666178102,0.500563494,-0.332104618,-0.441983538
16.3025,0.670539888,0.502502780,-0.327295621,-0.436743393
16.3241,0.674103075,0.504588105,-0.323247376,-0.431841433
16.3449,0.677151547,0.507031358,-0.319630658,-0.426873784
16.3662,0.679898744,0.509955622,-0.316186316,-0.421555661
16.3881,0.682473621,0.513211476,-0.312784665,-0.415944096
16.4131,0.685398859,0.516842464,-0.308828149,-0.409545414
16.4338,0.687572652,0.520092951,-0.305678938,-0.404113298
16.4543,0.689893441,0.523013602,-0.302367730,-0.398845293
16.4753,0.692405487,0.525750105,-0.298815705,-0.393536076
16.4960,0.695265635,0.527865409,-0.294978837,-0.388524508
16.5218,0.699522629,0.529482525,-0.289639561,-0.382655551
16.5435,0.703781099,0.529849062,-0.284633178,-0.378068897
16.5637,0.708248435,0.529432771,-0.279604442,-0.374040708
16.5838,0.713080489,0.528406220,-0.274325701,-0.370200611
16.6045,0.718399399,0.526777297,-0.268652972,-0.366378989
16.6248,0.723888706,0.524688987,-0.262907274,-0.362720794
16.6449,0.728639438,0.523453290,-0.257697163,-0.358710739
16.6652,0.734077833,0.521199080,-0.252002724,-0.354930813
16.6853,0.741011453,0.516627254,-0.245323243,-0.351873292
16.7059,0.747568187,0.512540705,-0.238869390,-0.348403854
16.7268,0.754119762,0.508356731,-0.232408422,-0.344765346
16.7481,0.760773129,0.503933424,-0.225859535,-0.340973344
16.7688,0.766972158,0.499851254,-0.219695006,-0.337100190
16.7891,0.772632508,0.496323136,-0.213949775,-0.333058323
16.8103,0.778338797,0.492791017,-0.208104978,-0.328691419
16.8357,0.784541995,0.489351366,-0.201545317,-0.323123171
16.8566,0.791499036,0.483335984,-0.194944806,-0.319236786
16.8773,0.797419182,0.478743869,-0.189071555,-0.314926821
16.8976,0.802704328,0.474927939,-0.183674718,-0.310439708
16.9279,0.809879690,0.470146214,-0.176116999,-0.303381324
16.9483,0.814788205,0.466599613,-0.170999483,-0.298603681
16.9685,0.819245115,0.463640610,-0.166206421,-0.293683934
16.9891,0.823227164,0.461478676,-0.161686165,-0.288430323
17.0115,0.827890260,0.458375481,-0.156575094,-0.282796529
17.0320,0.832070748,0.455540709,-0.151965765,-0.277574024
17.0531,0.836592721,0.452063816,-0.147104920,-0.272233479
17.0769,0.841280158,0.448712230,-0.141891780,-0.266029608
17.0973,0.846452537,0.443482034,-0.136762615,-0.261032135
17.1225,0.850650593,0.440970233,-0.131740201,-0.254132528
17.1434,0.856131379,0.434819446,-0.126445551,-0.248963117
17.1635,0.860078101,0.431306345,-0.122139796,-0.243561832
17.1836,0.864054417,0.427569694,-0.117838845,-0.238134684
17.2043,0.867818068,0.424221661,-0.113615721,-0.232420418
17.2254,0.870507316,0.423004542,-0.109948332,-0.226264301
17.2459,0.875338462,0.417069727,-0.105216996,-0.220827543
17.2667,0.878984575,0.413469786,-0.101113015,-0.214953507
17.2875,0.882765683,0.409400134,-0.096964659,-0.209079251
17.3076,0.886437080,0.405245750,-0.092974825,-0.203373711
17.3301,0.889792978,0.402044886,-0.088913669,-0.196780909
17.3506,0.894267314,0.395773198,-0.084552746,-0.191050727
17.3756,0.898588976,0.390376387,-0.079834672,-0.183767663
17.3984,0.902508128,0.385239081,-0.075586432,-0.177078008
17.4186,0.905805466,0.380882761,-0.071939011,-0.171083483
17.4387,0.907388491,0.380422295,-0.069083914,-0.164779903
17.4594,0.912407716,0.371598271,-0.064704085,-0.158871854
17.4849,0.916349216,0.365812462,-0.060337896,-0.151144616
17.5054,0.919620086,0.360650708,-0.056831541,-0.144914248
17.5406,0.922562789,0.358178485,-0.051928181,-0.133751774
17.5607,0.927152189,0.348931358,-0.048083717,-0.127764164
17.5817,0.929693082,0.344921601,-0.044950424,-0.121158252
17.6025,0.932275859,0.340553019,-0.041862107,-0.114598990
17.6228,0.934789712,0.336087094,-0.038891243,-0.108171763
17.6437,0.936910576,0.332570805,-0.036021054,-0.101477658
17.6643,0.939640597,0.327067616,-0.033040988,-0.094924267
17.6851,0.941659030,0.323388282,-0.030292722,-0.088207942
17.7053,0.943260438,0.320663861,-0.027752005,-0.081634919
17.7260,0.944907556,0.317660582,-0.025174810,-0.074884547
17.7474,0.946550032,0.314524868,-0.022557081,-0.067884634
17.7678,0.948334775,0.310664468,-0.020051766,-0.061210047
17.7886,0.950005424,0.306959667,-0.017569666,-0.054376128
17.8157,0.951568527,0.303718109,-0.014495421,-0.045415092
17.8363,0.953581070,0.298404724,-0.012086128,-0.038622388
17.8565,0.955240119,0.293939584,-0.009824277,-0.031926776
17.8789,0.956855633,0.289436689,-0.007402617,-0.024472489
17.8991,0.958307511,0.285139421,-0.005275786,-0.017731064
17.9203,0.959879742,0.280192991,-0.003104751,-0.010636195
17.9494,0.961657921,0.274250326,-0.000245543,-0.000860997
17.9734,0.962959235,0.269542561,0.002022861,0.007226808
17.9937,0.964217861,0.264708312,0.003867563,0.014087858
18.0184,0.965181128,0.260546941,0.006060027,0.022449022
18.0394,0.966190589,0.256006630,0.007837439,0.029579155
18.0604,0.967092636,0.251578948,0.009553190,0.036723343
18.0816,0.967901553,0.247202618,0.011224443,0.043948384
18.1079,0.968813325,0.241712143,0.013205682,0.052930070
18.1283,0.969473946,0.237309468,0.014665290,0.059911711
18.1630,0.970327891,0.230255756,0.017038759,0.071803561
18.1842,0.970716728,0.226089324,0.018418168,0.079078586
18.2101,0.970999910,0.221400765,0.020058094,0.087969018
18.2399,0.971024233,0.216771167,0.021920384,0.098192137
18.2600,0.970864032,0.214112105,0.023174292,0.105080874
18.2822,0.970365514,0.212344880,0.024653695,0.112661512
18.3045,0.970163748,0.208888507,0.025906287,0.120319403
18.3262,0.969741026,0.206260149,0.027172500,0.127752687
18.3473,0.969480261,0.202691267,0.028226690,0.135009361
18.3676,0.969273315,0.198734061,0.029116460,0.142007907
18.3883,0.969119399,0.194074871,0.029871648,0.149165078
18.4091,0.968922295,0.189228468,0.030537516,0.156363788
18.4298,0.968750956,0.183876695,0.031042355,0.163546074
18.4508,0.968551018,0.178140711,0.031422356,0.170843342
18.4718,0.968159655,0.172993383,0.031827197,0.178121312
18.4921,0.967725410,0.167903239,0.032125693,0.185159317
18.5152,0.966955108,0.163207123,0.032597143,0.193128663
18.5365,0.966265714,0.158285761,0.032843156,0.200493179
18.5574,0.965280287,0.154914395,0.033327427,0.207665067
18.5779,0.964052629,0.152871183,0.034037268,0.214649468
18.5990,0.962859015,0.149956825,0.034552647,0.221859374
18.6192,0.961566513,0.147769037,0.035150551,0.228732575
18.6409,0.960042912,0.145918764,0.035883517,0.236088321
18.6612,0.958744317,0.142983374,0.036240893,0.243005531
18.6822,0.957332141,0.140006077,0.036583486,0.250150193
18.7036,0.955915270,0.136380533,0.036729528,0.257443757
18.7239,0.954502010,0.132995746,0.036833377,0.264350804
18.7450,0.952996591,0.129281267,0.036834747,0.271527260
18.7657,0.951565218,0.124807109,0.036539643,0.278588722
18.7889,0.949796916,0.120434426,0.036323761,0.286464573
18.8092,0.948186387,0.116579718,0.036066756,0.293344395
18.8295,0.946510137,0.112752246,0.035762370,0.300210834
18.8505,0.944595581,0.109787995,0.035712387,0.307262770
18.8714,0.942734815,0.105917929,0.035312343,0.314301604
18.8915,0.940727858,0.103622171,0.035358884,0.321003572
18.9127,0.938634345,0.100463515,0.035115421,0.328084677
18.9336,0.936506753,0.097384871,0.034840797,0.335048365
18.9541,0.934299006,0.094989950,0.034754759,0.341839705
18.9750,0.931993692,0.092541545,0.034628576,0.348747304
18.9953,0.929692199,0.090257819,0.034507051,0.355436638
19.0160,0.927280236,0.088052226,0.034397042,0.362236129
19.0416,0.924200819,0.085571202,0.034314702,0.370611545
19.0623,0.921639602,0.083705479,0.034272562,0.377358223
19.0825,0.919051384,0.082322272,0.034387794,0.383907642
19.1026,0.916413269,0.081119499,0.034557605,0.390399948
19.1230,0.913667524,0.080132394,0.034815146,0.396961410
19.1439,0.910799573,0.079185696,0.035094626,0.403660911
19.1648,0.907878833,0.078275634,0.035378587,0.410338038
