# Measured G1 fall: two deliberate falls, peak tilt 81.15 deg, yaw spun at 0.7 rad/s to exercise yaw invariance.
t_s,qw,qx,qy,qz
19.1851,0.904996306,0.077372346,0.035634495,0.416803778
19.2052,0.902081492,0.076652935,0.035958940,0.423178762
19.2256,0.899057322,0.076154943,0.036390975,0.429618498
19.2509,0.895227803,0.075712538,0.037006608,0.437567485
19.2714,0.892063960,0.075459857,0.037556255,0.443978861
19.2918,0.888861382,0.075306136,0.038153026,0.450331851
19.3123,0.885587012,0.075270803,0.038816305,0.456687250
19.3332,0.882192902,0.075334372,0.039549362,0.463137413
19.3536,0.878823823,0.075514834,0.040334480,0.469403162
19.3738,0.875437457,0.075758756,0.041155799,0.475579721
19.3944,0.871930239,0.076099234,0.042054172,0.481848536
19.4147,0.868410577,0.076643540,0.043068633,0.487989683
19.4392,0.864152505,0.076741990,0.043994034,0.495394428
19.4601,0.860340118,0.078259234,0.045627646,0.501605912
19.4808,0.856566890,0.079197440,0.046946755,0.507756763
19.5022,0.852610217,0.080232825,0.048376257,0.514080003
19.5225,0.848783616,0.081492340,0.049928584,0.520031258
19.5428,0.844927866,0.082575683,0.051402805,0.525961890
19.5633,0.840986678,0.083682214,0.052928444,0.531918484
19.5836,0.837053447,0.084627761,0.054372128,0.537794888
19.6038,0.833077859,0.085736083,0.055944499,0.543599869
19.6242,0.829027114,0.086762699,0.057501790,0.549435912
19.6445,0.824945884,0.087835097,0.059114971,0.555206903
19.6653,0.820719462,0.088917359,0.060788527,0.561086467
19.6855,0.816552459,0.090128036,0.062555788,0.566750202
19.7056,0.812374439,0.091219304,0.064268775,0.572360318
19.7266,0.807965728,0.092333201,0.066074400,0.578186938
19.7477,0.803504400,0.093313278,0.067823321,0.584014819
19.7681,0.799099174,0.094658818,0.069839630,0.589578362
19.7919,0.793949785,0.095834550,0.071947598,0.596056223
19.8131,0.789306883,0.096927284,0.073898841,0.601779617
19.8334,0.784843923,0.097753305,0.075632876,0.607242930
19.8539,0.780304380,0.098503420,0.077349424,0.612730950
19.8740,0.775835831,0.099049685,0.078911124,0.618094619
19.8945,0.771255624,0.099458292,0.080409937,0.623543946
19.9155,0.766555593,0.099607846,0.081748759,0.629116794
19.9358,0.762004926,0.099496666,0.082847545,0.634496013
19.9561,0.757438704,0.099202976,0.083803657,0.639861177
19.9762,0.752906291,0.098704928,0.084579977,0.645163299
19.9976,0.748001327,0.098461633,0.085658771,0.650739500
20.0183,0.743174679,0.098538278,0.086987658,0.656060021
20.0389,0.738321913,0.098684339,0.088390733,0.661308726
20.0598,0.733340781,0.098958028,0.089949120,0.666579150
20.0799,0.728500987,0.099298098,0.091542193,0.671599752
20.1009,0.723379119,0.099832868,0.093401867,0.676780718
20.1231,0.717929446,0.100323469,0.095333423,0.682219943
20.1443,0.712691845,0.100721754,0.097144249,0.687377958
20.1648,0.707612550,0.100931215,0.098753863,0.692347487
20.1853,0.702487240,0.101193664,0.100441859,0.697268207
20.2057,0.697348131,0.101459887,0.102154521,0.702122446
20.2267,0.691999235,0.101864712,0.104081076,0.707055704
20.2471,0.686762145,0.102274600,0.106003486,0.711801182
20.2678,0.681414263,0.102658283,0.107955597,0.716576212
20.2900,0.675622726,0.103156129,0.110180981,0.721632106
20.3115,0.669967939,0.103660841,0.112403571,0.726472868
20.3324,0.664437709,0.104108762,0.114559536,0.731136109
20.3536,0.658800868,0.104483484,0.116700024,0.735829955
20.3745,0.653186773,0.104967365,0.118980436,0.740386756
20.3965,0.647272040,0.105250859,0.121169815,0.745170477
20.4172,0.641650730,0.105626951,0.123397317,0.749600153
20.4381,0.635955641,0.105897100,0.125560584,0.754042948
20.4582,0.630420030,0.106295422,0.127847107,0.758239399
20.4788,0.624710672,0.106703516,0.130236687,0.762488912
20.4990,0.619062421,0.107186587,0.132729499,0.766587004
20.5194,0.613317281,0.107704053,0.135335894,0.770665910
20.5405,0.607430629,0.107713746,0.137418778,0.774946359
20.5608,0.601686960,0.107981428,0.139794670,0.778954597
20.5815,0.595731693,0.108602243,0.142723925,0.782904326
20.6020,0.589762254,0.109406589,0.145942171,0.786709326
20.6236,0.583437607,0.110224806,0.149373343,0.790657104
20.6460,0.576872866,0.110877296,0.152749792,0.794727263
20.6664,0.570836617,0.111575235,0.156042898,0.798340239
20.6867,0.564815234,0.112163260,0.159244584,0.801900441
20.7074,0.558673521,0.112592026,0.162338940,0.805514122
20.7278,0.552553865,0.113172791,0.165690137,0.808964105
20.7491,0.546157732,0.113629811,0.169051512,0.812540205
20.7701,0.539749762,0.114389678,0.172913586,0.815895880
20.7935,0.532588531,0.115123446,0.177158959,0.819579619
20.8148,0.525858901,0.116562780,0.182334717,0.822581051
20.8354,0.519349232,0.117766405,0.187177677,0.825452583
20.8561,0.512764478,0.118982569,0.192185781,0.828239316
20.8778,0.505845557,0.120133485,0.197378686,0.831101602
20.8988,0.499042579,0.121510450,0.202985435,0.833659779
20.9189,0.492473600,0.122886064,0.208599481,0.835975493
20.9415,0.484994917,0.124592300,0.215373290,0.838374043
20.9624,0.477971770,0.126380194,0.222198095,0.840356496
20.9832,0.470921246,0.128188772,0.229245369,0.842168261
21.0034,0.464067389,0.129783003,0.235997891,0.843861853
21.0252,0.456684439,0.131261454,0.243060250,0.845654462
21.0476,0.448921149,0.133184907,0.251314673,0.847096522
21.0677,0.441841463,0.135096297,0.259314227,0.848104500
21.0903,0.433807723,0.137257002,0.268626013,0.849006148
21.1113,0.425852450,0.140549112,0.280131783,0.848776662
21.1372,0.415203118,0.146605969,0.298934027,0.846611781
21.1579,0.406113172,0.152521724,0.316781285,0.843480191
21.1780,0.396950954,0.158594690,0.335411260,0.839509947
21.1982,0.387361476,0.165048703,0.355544039,0.834444994
21.2185,0.377442477,0.171560352,0.376553618,0.828439253
21.2388,0.367411253,0.177698591,0.397487586,0.821849013
21.2590,0.357250008,0.183590136,0.418584042,0.814527160
21.2793,0.347015830,0.188998083,0.439374736,0.806727698
21.3000,0.335914156,0.195137206,0.462856461,0.796772896
21.3201,0.324607173,0.201358323,0.487158382,0.785341785
21.3403,0.312817849,0.207614614,0.512529371,0.772240124
21.3609,0.299502387,0.215120383,0.542261524,0.754966211
21.3812,0.285945011,0.222216439,0.571971709,0.736005210
21.4028,0.272794657,0.227302089,0.598425277,0.718194975
21.4264,0.263830458,0.225929641,0.609942610,0.712263504
21.4465,0.259681388,0.220615329,0.608708555,0.716497277
21.4674,0.257013272,0.213082685,0.601626584,0.725662043
21.4880,0.254418995,0.205508088,0.593810357,0.735137171
21.5087,0.251656447,0.197976494,0.585744695,0.744565304
21.5298,0.248445328,0.190692892,0.578237878,0.753360536
21.5509,0.245212297,0.183332123,0.570037161,0.762442061
21.5734,0.241525990,0.175684119,0.561387004,0.771780356
21.5935,0.238106626,0.168924151,0.553415201,0.780065050
21.6136,0.234179145,0.162796633,0.547095493,0.786984057
21.6393,0.228663469,0.155582502,0.540592874,0.794522779
21.6598,0.224112583,0.149987252,0.535580065,0.800269560
21.6806,0.218922113,0.145121281,0.533120130,0.804236190
21.7037,0.212521490,0.140642237,0.533653370,0.806392248
21.7261,0.205807905,0.137034025,0.537012267,0.806525020
21.7464,0.199466205,0.134121145,0.541631104,0.805518776
21.7700,0.191724585,0.131236509,0.549392467,0.802612347
21.7906,0.184806588,0.128902004,0.557372339,0.799103795
21.8151,0.176738677,0.125833215,0.566175396,0.795220010
21.8359,0.169930553,0.123120431,0.573656543,0.791759520
21.8576,0.163236396,0.119687249,0.579061374,0.789757410
21.8780,0.157194062,0.116092404,0.582624676,0.788898642
21.8982,0.151401498,0.112255878,0.584918243,0.788889633
21.9191,0.145536072,0.108096450,0.586386720,0.789484024
21.9445,0.138527027,0.102858807,0.587207893,0.790833244
21.9654,0.132821635,0.098448500,0.587275492,0.792321779
21.9858,0.127297330,0.094068945,0.586815775,0.794099282
22.0066,0.121694324,0.089548463,0.585875678,0.796191719
22.0269,0.116216967,0.085134924,0.584788913,0.798290416
22.0485,0.110350235,0.080476741,0.583712866,0.800390910
22.0690,0.104745675,0.076092691,0.582790674,0.802242654
22.0891,0.099198994,0.071853621,0.582198964,0.803766747
22.1092,0.093606697,0.067666748,0.581921781,0.805000645
22.1297,0.087844704,0.063467306,0.582186289,0.805800430
22.1498,0.082149137,0.059404242,0.582953287,0.806156387
22.1708,0.076174900,0.055182573,0.584058251,0.806243281
22.1918,0.070187834,0.050969932,0.585385460,0.806101480
22.2121,0.064401098,0.046888869,0.586725543,0.805857971
22.2329,0.058480321,0.042688218,0.588042322,0.805583016
22.2533,0.052684583,0.038546579,0.589219396,0.805331608
22.2734,0.046995868,0.034430553,0.589990529,0.805305595
22.2938,0.041235197,0.030230305,0.590477901,0.805432577
22.3148,0.035315747,0.025887328,0.590634924,0.805749980
22.3463,0.026435785,0.019366852,0.590661415,0.806253786
22.3666,0.020718031,0.015154368,0.590184360,0.806860291
22.3867,0.015046443,0.010994980,0.589896722,0.807263632
22.4092,0.008693216,0.006343236,0.589406869,0.807764652
22.4400,-0.000014791,-0.000010780,0.588993269,0.808137939
22.4619,-0.006209852,-0.004524452,0.588851759,0.808204537
22.4830,-0.012177297,-0.008874109,0.588881273,0.808079087
22.5039,-0.018085581,-0.013184848,0.588950072,0.807859446
22.5241,-0.023795002,-0.017350628,0.588918964,0.807655377
22.5446,-0.029584931,-0.021581692,0.588943484,0.807344124
22.5655,-0.035487937,-0.025891771,0.588828316,0.807063465
22.5856,-0.041163070,-0.030035669,0.588674547,0.806762504
22.6059,-0.046890810,-0.034221769,0.588521587,0.806394732
22.6327,-0.054445518,-0.039750335,0.588319569,0.805813676
22.6530,-0.060160980,-0.043940787,0.588176211,0.805294113
22.6745,-0.066215206,-0.048370866,0.587893518,0.804771407
22.6955,-0.072126201,-0.052693541,0.587555806,0.804238383
22.7157,-0.077815479,-0.056839150,0.587095636,0.803761642
22.7358,-0.083472777,-0.060961273,0.586617465,0.803240915
22.7563,-0.089239798,-0.065160587,0.586092122,0.802674517
22.7766,-0.094939084,-0.069324979,0.585630466,0.802008463
22.7971,-0.100685596,-0.073532427,0.585176728,0.801263745
22.8187,-0.106730421,-0.077967634,0.584704692,0.800406202
22.8408,-0.112909949,-0.082499372,0.584165063,0.799497577
22.8610,-0.118544865,-0.086647396,0.583702403,0.798580521
22.8812,-0.124180456,-0.090782053,0.583139962,0.797675133
22.9018,-0.129921807,-0.094993183,0.582525893,0.796718397
22.9226,-0.135711807,-0.099240393,0.581871691,0.795712878
22.9438,-0.141604032,-0.103566391,0.581182416,0.794637842
22.9646,-0.147372645,-0.107811697,0.580505166,0.793518553
22.9848,-0.152972357,-0.111922354,0.579776151,0.792421895
23.0050,-0.158567876,-0.116022695,0.578991093,0.791305426
23.0255,-0.164234950,-0.120182665,0.578185797,0.790116569
23.0463,-0.169975136,-0.124398894,0.577343050,0.788865243
23.0665,-0.175538929,-0.128490131,0.576505488,0.787602560
23.0866,-0.181067193,-0.132553670,0.575635342,0.786313010
23.1071,-0.186693953,-0.136694618,0.574729048,0.784949980
23.1279,-0.192387005,-0.140897291,0.573809637,0.783503474
23.1502,-0.198485545,-0.145386263,0.572750470,0.781935562
23.1704,-0.203996046,-0.149449391,0.571775031,0.780463841
23.1915,-0.209743038,-0.153683037,0.570712181,0.778894723
23.2125,-0.215451839,-0.157887666,0.569618085,0.777294814
23.2328,-0.220961161,-0.161941611,0.568519826,0.775716628
23.2533,-0.226516541,-0.166022852,0.567364891,0.774095439
23.2734,-0.231950240,-0.170018803,0.566211884,0.772461517
23.2949,-0.237752923,-0.174279487,0.564931936,0.770682889
23.3156,-0.243324778,-0.178375237,0.563677953,0.768922944
23.3404,-0.249978920,-0.183276027,0.562153937,0.766748582
23.3610,-0.255495522,-0.187331239,0.560838621,0.764911163
23.3816,-0.261005033,-0.191368403,0.559468730,0.763052585
23.4031,-0.266743856,-0.195567150,0.557996245,0.761079100
23.4238,-0.272239671,-0.199619865,0.556607127,0.759095499
23.4447,-0.277757215,-0.203724128,0.555235750,0.757007709
23.4678,-0.283827019,-0.208262959,0.553720676,0.754627177
23.4880,-0.289118434,-0.212222489,0.552364461,0.752506245
23.5089,-0.294597306,-0.216281747,0.550859495,0.750325563
23.5303,-0.300197574,-0.220417031,0.549262627,0.748069727
23.5513,-0.305678498,-0.224460641,0.547658337,0.745820636
23.5729,-0.311301732,-0.228603179,0.545966542,0.743473169
23.5936,-0.316674492,-0.232560130,0.544313464,0.741185473
23.6143,-0.322026585,-0.236510511,0.542643937,0.738849927
23.6357,-0.327539933,-0.240583958,0.540892615,0.736391289
23.6558,-0.332688380,-0.244415648,0.539258491,0.734016153
23.6773,-0.338189832,-0.248483748,0.537441027,0.731464700
23.6974,-0.343316016,-0.252273723,0.535712117,0.729043627
23.7205,-0.349178930,-0.256624114,0.533712022,0.726202187
23.7408,-0.354302672,-0.260446407,0.531950411,0.723647736
23.7614,-0.359491104,-0.264301961,0.530112890,0.721034634
23.7833,-0.364983550,-0.268389632,0.528134773,0.718211442
23.8039,-0.370119324,-0.272235387,0.526272759,0.715497423
23.8264,-0.375729981,-0.276387987,0.524144341,0.712537277
23.8469,-0.380807829,-0.280175507,0.522210946,0.709776592
23.8673,-0.385851715,-0.283916078,0.520232386,0.707013705
23.8889,-0.391163808,-0.287870584,0.518124587,0.704037154
23.9095,-0.396210639,-0.291624695,0.516081475,0.701164801
23.9300,-0.401217840,-0.295338238,0.514007495,0.698280649
23.9539,-0.407038846,-0.299635704,0.511532981,0.694889799
23.9747,-0.412072809,-0.303370770,0.509370086,0.691884594
23.9950,-0.416962915,-0.307002882,0.507236076,0.688914161
24.0160,-0.421995851,-0.310748872,0.505008426,0.685799628
24.0391,-0.427523699,-0.314825793,0.502486079,0.682360570
24.0594,-0.432339346,-0.318417394,0.500282825,0.679271778
24.0804,-0.437294445,-0.322120973,0.497983226,0.676035764
24.1012,-0.442190964,-0.325755838,0.495652620,0.672814065
24.1217,-0.446994036,-0.329321275,0.493328886,0.669604689
24.1539,-0.454491501,-0.334887840,0.489626765,0.664494726
24.1743,-0.459210205,-0.338394453,0.487250898,0.661212329
24.1955,-0.464081018,-0.342031276,0.484770253,0.657754679
24.2156,-0.468668790,-0.345471200,0.482405187,0.654434451
24.2364,-0.473402919,-0.348997865,0.479910360,0.650980962
24.2578,-0.478254052,-0.352598009,0.477303836,0.647401540
24.2780,-0.482772283,-0.356027328,0.474883916,0.643941559
24.2982,-0.487309713,-0.359380086,0.472360543,0.640508169
24.3184,-0.491818612,-0.362720539,0.469820726,0.637037478
24.3397,-0.496545724,-0.366224220,0.467117974,0.633342690
24.3601,-0.501036025,-0.369575845,0.464523699,0.629757357
24.3805,-0.505499844,-0.372910013,0.461906435,0.626139342
24.4007,-0.509896911,-0.376189486,0.459286687,0.622528996
24.4212,-0.514324219,-0.379510606,0.456618399,0.618823025
24.4448,-0.519403398,-0.383289245,0.453491683,0.614536214
24.4653,-0.523765881,-0.386578397,0.450782708,0.610754776
24.4867,-0.528299150,-0.389979841,0.447915925,0.606784192
24.5078,-0.532744535,-0.393305868,0.445056348,0.602842104
24.5340,-0.538244931,-0.397377495,0.441438890,0.597925770
24.5583,-0.543292229,-0.401142659,0.438070698,0.593306148
24.5792,-0.547579532,-0.404387961,0.435180217,0.589275158
24.5997,-0.551770372,-0.407531269,0.432300732,0.585306585
24.6213,-0.556152594,-0.410824188,0.429245503,0.581090420
24.6599,-0.563896500,-0.416660916,0.423732841,0.573467433
24.6804,-0.567983017,-0.419708780,0.420750811,0.569393175
24.7011,-0.572064915,-0.422784515,0.417736990,0.565235166
24.7219,-0.576147932,-0.425837052,0.414670092,0.561039286
24.7423,-0.580119911,-0.428812709,0.411643885,0.556893043
24.7623,-0.583989268,-0.431703594,0.408650917,0.552804640
24.7843,-0.588217094,-0.434852753,0.405329097,0.548281002
24.8049,-0.592139229,-0.437785046,0.402202752,0.544011336
24.8252,-0.595964824,-0.440664896,0.399112325,0.539768219
24.8460,-0.599873498,-0.443565552,0.395899793,0.535410815
24.8692,-0.604180553,-0.446793549,0.392309560,0.530504093
24.8896,-0.607928951,-0.449615563,0.389137521,0.526156085
24.9096,-0.611564000,-0.452373349,0.386018924,0.521859384
24.9298,-0.615213964,-0.455123894,0.382838608,0.517502290
24.9500,-0.618845316,-0.457835369,0.379624772,0.513129888
24.9701,-0.622410123,-0.460534888,0.376427368,0.508739317
24.9908,-0.626050056,-0.463289874,0.373113066,0.504192880
25.0115,-0.629677927,-0.465992432,0.369755928,0.499637183
25.0316,-0.633176057,-0.468583785,0.366469826,0.495194087
25.0517,-0.636635395,-0.471161935,0.363173311,0.490720848
25.0719,-0.640052474,-0.473766929,0.359870482,0.486179971
25.0923,-0.643499149,-0.476335544,0.356487039,0.481591410
25.1127,-0.646907915,-0.478886769,0.353090257,0.476974719
25.1334,-0.650326418,-0.481459556,0.349631272,0.472260754
25.1536,-0.653614392,-0.483966170,0.346252105,0.467626402
25.1739,-0.656899963,-0.486441561,0.342824222,0.462956369
25.1947,-0.660245186,-0.488934794,0.339281051,0.458156556
25.2149,-0.663451963,-0.491342695,0.335830471,0.453466364
25.2374,-0.666985989,-0.493994192,0.331965673,0.448216712
25.2585,-0.670258363,-0.496458592,0.328325906,0.443265939
25.2799,-0.673541303,-0.498928489,0.324614323,0.438221426
25.3003,-0.676623271,-0.501273656,0.321069439,0.433382149
25.3205,-0.679665076,-0.503538189,0.317521925,0.428584302
25.3407,-0.682659620,-0.505795488,0.313969533,0.423756888
25.3649,-0.686206557,-0.508460585,0.309688830,0.417948829
25.3851,-0.689125120,-0.510663220,0.306101802,0.413075454
25.4058,-0.692065721,-0.512913404,0.302421114,0.408051894
25.4263,-0.694963959,-0.515085817,0.298742363,0.403069097
25.4472,-0.697875736,-0.517281679,0.294980441,0.397964398
25.4724,-0.701340462,-0.519887747,0.290420254,0.391783566
25.4950,-0.704390147,-0.522205559,0.286319134,0.386208789
25.5156,-0.707141292,-0.524276702,0.282557583,0.381111985
25.5377,-0.710062493,-0.526454012,0.278497829,0.375627991
25.5625,-0.713277702,-0.528876415,0.273930659,0.369440998
25.5832,-0.715911003,-0.530880256,0.270108645,0.364251164
25.6039,-0.718513053,-0.532847695,0.266267586,0.359045818
25.6259,-0.721247956,-0.534893453,0.262162390,0.353498602
25.6461,-0.723701042,-0.536771452,0.258392411,0.348377054
25.6662,-0.726107169,-0.538612074,0.254626914,0.343264543
25.6872,-0.728579387,-0.540510973,0.250680753,0.337904017
25.7073,-0.730908220,-0.542301955,0.246890649,0.332756324
25.7276,-0.733256349,-0.544039203,0.243029982,0.327555949
25.7479,-0.735564171,-0.545753481,0.239159016,0.322337483
25.7682,-0.737815241,-0.547466596,0.235287349,0.317094401
25.7892,-0.740109151,-0.549203753,0.231266687,0.311655903
25.8104,-0.742395974,-0.550911758,0.227188171,0.306153537
25.8305,-0.744517862,-0.552514564,0.223314293,0.300917823
25.8522,-0.746763933,-0.554218789,0.219121096,0.295247535
25.8737,-0.748964518,-0.555851977,0.214944414,0.289619802
25.8965,-0.751226995,-0.557582949,0.210514547,0.283624546
25.9166,-0.753182720,-0.559078380,0.206597196,0.278324906
25.9379,-0.755217588,-0.560628704,0.202432877,0.272695400
25.9585,-0.757138085,-0.562108686,0.198397861,0.267234043
25.9792,-0.759039552,-0.563551183,0.194327069,0.261736531
26.0007,-0.760969377,-0.565022103,0.190089129,0.256011235
26.0209,-0.762742552,-0.566375865,0.186097576,0.250618978
26.0414,-0.764492355,-0.567735216,0.182041492,0.245130697
26.0631,-0.766307712,-0.569134196,0.177734586,0.239309789
26.0839,-0.767997217,-0.570456582,0.173599851,0.233714899
26.1050,-0.769690772,-0.571738501,0.169386902,0.228033506
26.1258,-0.771306935,-0.572988105,0.165229341,0.222417421
26.1465,-0.772888570,-0.574182957,0.161077342,0.216820849
26.1672,-0.774423573,-0.575355831,0.156918913,0.211211391
26.1873,-0.775878204,-0.576461766,0.152871721,0.205754906
26.2076,-0.777288234,-0.577576768,0.148783337,0.200228860
26.2278,-0.778656643,-0.578651597,0.144705529,0.194721524
26.2480,-0.779991595,-0.579690145,0.140618142,0.189206198
26.2684,-0.781304901,-0.580703240,0.136481204,0.183628101
26.2916,-0.782751912,-0.581816904,0.131767008,0.177273772
26.3122,-0.783993924,-0.582773016,0.127573395,0.171622164
26.3325,-0.785178230,-0.583685270,0.123433924,0.166044330
26.3536,-0.786360600,-0.584611101,0.119126225,0.160236728
26.3739,-0.787455207,-0.585475025,0.114975952,0.154640947
26.3947,-0.788540667,-0.586322672,0.110715648,0.148900589
26.4149,-0.789568043,-0.587098352,0.106568987,0.143320904
26.4357,-0.790573050,-0.587882071,0.102296183,0.137566035
26.4564,-0.791511973,-0.588657504,0.098042618,0.131828619
26.4769,-0.792408657,-0.589384525,0.093822689,0.126141607
26.4974,-0.793281473,-0.590058446,0.089593905,0.120451094
26.5175,-0.794086534,-0.590704628,0.085445048,0.114864111
26.5440,-0.795094499,-0.591502935,0.079966890,0.107490987
26.5688,-0.795995492,-0.592177536,0.074830035,0.100585325
26.5897,-0.796677384,-0.592752871,0.070501500,0.094756100
26.6110,-0.797333683,-0.593299553,0.066084828,0.088811223
26.6320,-0.797965425,-0.593768553,0.061722227,0.082948487
26.6522,-0.798532961,-0.594188693,0.057522638,0.077304942
26.6733,-0.799074289,-0.594607747,0.053134001,0.071405080
26.6936,-0.799567683,-0.594961882,0.048907288,0.065726373
26.7139,-0.800007728,-0.595303423,0.044679584,0.060043352
26.7348,-0.800400068,-0.595648550,0.040326098,0.054188013
26.7627,-0.800851514,-0.596067045,0.034510839,0.046367364
26.7828,-0.801118861,-0.596347513,0.030319330,0.040730256
26.8038,-0.801378885,-0.596578026,0.025936449,0.034840241
26.8264,-0.801613774,-0.596785504,0.021217514,0.028499773
26.8467,-0.801797073,-0.596919792,0.016976782,0.022803623
26.8682,-0.801916268,-0.597070530,0.012485383,0.016768926
26.8886,-0.801978557,-0.597194146,0.008222692,0.011042343
26.9093,-0.802007280,-0.597278640,0.003896112,0.005231578
26.9299,-0.801991315,-0.597335299,-0.000410378,-0.000550980
26.9510,-0.801944004,-0.597344673,-0.004821889,-0.006473457
26.9717,-0.801868760,-0.597303858,-0.009149632,-0.012283203
26.9918,-0.801757816,-0.597231008,-0.013351519,-0.017923860
27.0121,-0.801593034,-0.597144155,-0.017595184,-0.023619384
27.0331,-0.801389967,-0.597009193,-0.021984046,-0.029510089
27.0598,-0.801072958,-0.596786076,-0.027562448,-0.036997397
27.0801,-0.800760720,-0.596614318,-0.031803949,-0.042686460
27.1009,-0.800399599,-0.596406092,-0.036148815,-0.048513081
27.1216,-0.800002148,-0.596162054,-0.040471061,-0.054308950
27.1429,-0.799549046,-0.595878665,-0.044916929,-0.060269464
27.1673,-0.798965181,-0.595527038,-0.050008540,-0.067091971
27.1876,-0.798460022,-0.595167850,-0.054239460,-0.072766095
27.2078,-0.797906929,-0.594794572,-0.058448372,-0.078407509
27.2281,-0.797312595,-0.594387250,-0.062675279,-0.084072782
27.2518,-0.796564986,-0.593877502,-0.067606991,-0.090680925
27.2808,-0.795566804,-0.593210005,-0.073637389,-0.098756700
27.3010,-0.794830096,-0.592699537,-0.077832791,-0.104376401
27.3212,-0.794069196,-0.592138608,-0.082021775,-0.109992769
27.3424,-0.793207455,-0.591545555,-0.086417785,-0.115878195
27.3635,-0.792311506,-0.590916125,-0.090787786,-0.121729979
27.3837,-0.791429535,-0.590261564,-0.094963596,-0.127328288
27.4047,-0.790460474,-0.589563513,-0.099302068,-0.133139785
27.4258,-0.789454661,-0.588815473,-0.103653498,-0.138973483
27.4460,-0.788431354,-0.588096143,-0.107818973,-0.144547554
27.4663,-0.787368043,-0.587337233,-0.111998863,-0.150142577
27.4869,-0.786243059,-0.586543973,-0.116236432,-0.155811144
27.5076,-0.785058826,-0.585733042,-0.120492434,-0.161496180
27.5286,-0.783820514,-0.584871960,-0.124802920,-0.167255563
27.5493,-0.782553534,-0.583998861,-0.129047262,-0.172922240
27.5736,-0.781040820,-0.582898615,-0.134013648,-0.179568327
27.5944,-0.779665641,-0.581970830,-0.138268618,-0.185238306
27.6148,-0.778293768,-0.581008158,-0.142429997,-0.190793154
27.6350,-0.776903149,-0.580016496,-0.146541670,-0.196285254
27.6555,-0.775449053,-0.578984654,-0.150708453,-0.201847711
27.6773,-0.773869250,-0.577840866,-0.155127849,-0.207753863
27.6982,-0.772310218,-0.576715592,-0.159357460,-0.213403966
27.7210,-0.770575654,-0.575434987,-0.163957203,-0.219558129
27.7413,-0.768969703,-0.574291128,-0.168051886,-0.225019685
27.7617,-0.767326468,-0.573099374,-0.172154855,-0.230499252
27.7818,-0.765655498,-0.571914859,-0.176194848,-0.235882233
27.8022,-0.763925399,-0.570677591,-0.180284966,-0.241334629
27.8225,-0.762176033,-0.569402882,-0.184341751,-0.246751235
27.8446,-0.760215885,-0.567998460,-0.188753305,-0.252629666
27.8678,-0.758122188,-0.566470228,-0.193367091,-0.258788326
27.8886,-0.756193492,-0.565080521,-0.197497341,-0.264291899
27.9087,-0.754304176,-0.563692287,-0.201473197,-0.269601123
27.9296,-0.752291273,-0.562231015,-0.205601264,-0.275104063
27.9699,-0.748285475,-0.559343101,-0.213536724,-0.285668007
27.9909,-0.746141294,-0.557791076,-0.217654777,-0.291150619
28.0114,-0.744017549,-0.556235821,-0.221659606,-0.296490501
28.0334,-0.741683036,-0.554552065,-0.225952064,-0.302198519
28.0535,-0.739523280,-0.552969425,-0.229856321,-0.307402350
28.0762,-0.737042736,-0.551145717,-0.234250851,-0.313261780
28.0968,-0.734723761,-0.549497612,-0.238242366,-0.318549750
28.1170,-0.732446099,-0.547809106,-0.242125568,-0.323733077
28.1371,-0.730118110,-0.546135528,-0.245992919,-0.328863215
28.1602,-0.727435904,-0.544128221,-0.250400026,-0.334755600
28.1808,-0.724985909,-0.542332112,-0.254327641,-0.339983475
28.2015,-0.722500424,-0.540479706,-0.258252233,-0.345225446
28.2217,-0.720007327,-0.538686238,-0.262089257,-0.350308161
28.2427,-0.717390196,-0.536776034,-0.266056674,-0.355579306
28.2679,-0.714196725,-0.534447819,-0.270800549,-0.361877920
28.2888,-0.711507734,-0.532483056,-0.274718453,-0.367080796
28.3092,-0.708849707,-0.530533391,-0.278526627,-0.372141549
28.3301,-0.706086411,-0.528511369,-0.282415799,-0.377304955
28.3503,-0.703379184,-0.526530959,-0.286161301,-0.382275532
28.3711,-0.700554248,-0.524464938,-0.290004091,-0.387373078
28.3916,-0.697745904,-0.522385296,-0.293767838,-0.392383375
28.4127,-0.694823699,-0.520208867,-0.297621778,-0.397522376
28.4372,-0.691383583,-0.517645521,-0.302076130,-0.403462348
28.4578,-0.688443618,-0.515471531,-0.305810821,-0.408428974
28.4779,-0.685532720,-0.513334946,-0.309446134,-0.413249577
28.4985,-0.682515761,-0.511116715,-0.313155275,-0.418169480
28.5193,-0.679438758,-0.508842974,-0.316880078,-0.423117971
28.5398,-0.676380569,-0.506562781,-0.320526937,-0.427978921
28.5628,-0.672889271,-0.503998450,-0.324615140,-0.433394280
28.5836,-0.669703682,-0.501638880,-0.328286684,-0.438273048
28.6039,-0.666549322,-0.499325155,-0.331863415,-0.443004588
28.6248,-0.663283566,-0.496894075,-0.335513714,-0.447863525
28.6449,-0.660090584,-0.494556037,-0.339024704,-0.452500825
28.6806,-0.654366794,-0.490305973,-0.345194859,-0.460700186
28.7008,-0.651057551,-0.487900937,-0.348686776,-0.465289451
28.7210,-0.647732222,-0.485449548,-0.352146357,-0.469866628
28.7421,-0.644247146,-0.482832354,-0.355719289,-0.474639147
28.7638,-0.640604876,-0.480141935,-0.359394920,-0.479504333
28.7842,-0.637147404,-0.477586986,-0.362831693,-0.484052703
